53938,52746,60142,63062,41628,48676,39616,34424,12965,11805,2809,5697,17035,24115,31447,26223,4921,3969,11109,14301,25367,32687,23371,18419,62254,61334,52082,55242,33536,40888,47964,42980,20855,19919,26923,30099,8537,15841,6405,1469,45408,44504,35132,38276,49486,56822,63762,58794,37116,35908,43168,46104,57554,64618,55438,50230,28907,27731,18615,21519,197,7293,14489,9249,54608,51688,60684,61876,42366,47558,40226,33178,13639,10751,3355,4515,17769,22993,32053,24973,5339,2147,11399,12351,25845,30797,23721,16401,62668,59508,52368,53288,34018,39002,48318,40966,22165,18989,28361,29297,9915,14851,7911,607,46722,43578,36574,37478,50860,55828,65264,57928,38686,35750,44866,46074,59184,64392,57196,50132,30473,27569,20309,21485,1831,7071,16251,9155,56515,49275,58527,63527,44269,45141,38065,34825,15572,8300,1160,6192,19706,20546,29862,26654,7496,496,9492,14764,28006,29150,21818,18818,64863,57831,50435,55739,36209,37321,46381,43413,24326,17342,26458,31714,12072,13200,6004,3020,48913,41897,34637,39925,53055,54151,63331,60379,40589,33333,42705,47721,61091,61979,55039,51783,32410,25122,18118,23166,3764,4620,14056,10832,56097,51097,58237,65477,43791,47031,37715,36843,15158,10126,874,8146,19224,22432,29508,28668,6826,1554,8950,15950,27268,30268,21208,20064,64189,58885,49889,56921,35475,38443,45775,44663,22756,17500,24760,31744,10442,13426,4246,3118,47347,42059,32943,39959,51421,54373,61569,60473,39279,34263,41267,48523,59713,62969,53533,52645,31096,26048,16676,23964,2390,5614,12554,11698,

53041,54153,63341,60373,48927,41895,34627,39931,12070,13214,6010,3010,24328,17328,26452,31724,3770,4610,14054,10846,32404,25132,18120,23152,61101,61973,55025,51785,40579,33339,42719,47719,19700,20556,29864,26640,15578,8290,1158,6206,44259,45147,38079,34823,56525,49269,58513,63529,36223,37319,46371,43419,64849,57833,50445,55733,28008,29136,21812,18828,7494,510,9498,14754,51411,54379,61583,60471,47357,42053,32929,39961,10436,13436,4248,3104,22762,17490,24758,31758,2392,5600,12548,11708,31094,26062,16682,23954,59727,62967,53523,52651,39265,34265,41277,48517,19222,22446,29514,28658,15160,10112,868,8156,43777,47033,37725,36837,56111,51095,58227,65483,35485,38437,45761,44665,64179,58891,49903,56919,27274,30258,21206,20078,6820,1564,8952,15936,49472,56824,63772,58788,45422,44502,35122,38282,8535,15855,6411,1459,20857,19905,26917,30109,203,7283,14487,9263,28901,27741,18617,21505,57564,64612,55424,50232,37106,35914,43182,46102,17029,24125,31449,26209,12971,11795,2807,5711,41618,48682,39630,34422,53948,52740,60128,63064,33550,40886,47954,42986,62240,61336,52092,55236,25369,32673,23365,18429,4919,3983,11115,14291,50850,55834,65278,57926,46732,43572,36560,37480,9909,14861,7913,593,22171,18979,28359,29311,1833,7057,16245,9165,30471,27583,20315,21475,59198,64390,57186,50138,38672,35752,44876,46068,17767,23007,32059,24963,13641,10737,3349,4525,42352,47560,40236,33172,54622,51686,60674,61882,34028,38996,48304,40968,62658,59514,52382,53286,25851,30787,23719,16415,5333,2157,11401,12337,

40083,32811,42191,47223,60605,61445,54497,51289,31876,24636,17624,22624,3242,4114,13558,10318,23832,16800,25924,31228,11574,12686,5482,2514,48399,41399,34131,39403,52513,53657,62845,59845,8022,1006,9994,15282,28536,29632,22308,19356,65345,58361,50973,56229,36719,37847,46899,43915,57053,49765,59009,64057,44787,45643,38575,35351,16074,8818,1686,6702,20196,21084,30392,27136,39793,34761,41773,49045,60255,63463,54019,53179,31590,26590,17210,24450,2888,6128,13076,12204,23290,17986,25254,32286,10964,13932,4744,3632,47853,42581,33457,40457,51907,54907,62111,60967,6324,1036,8424,15440,26778,29730,20678,19582,63651,58395,49407,56391,34957,37941,45265,44137,55615,50567,57699,64987,43281,46505,37197,36341,14632,9616,372,7628,18694,21950,29018,28130,37602,36442,43710,46598,58060,65140,55952,50728,29429,28237,19113,22033,731,7779,14983,9791,21353,20433,27445,30605,9031,16383,6939,1955,45950,44998,35618,38810,50000,57320,64268,59316,4391,3487,10619,13763,24841,32177,22869,17901,61744,60808,51564,54740,33054,40358,47426,42490,53420,52244,59632,62536,41090,48186,39134,33894,12475,11267,2279,5215,16533,23597,30921,25713,38144,35256,44380,45540,58670,63894,56690,49610,29975,27055,19787,20979,1337,6529,15717,8669,21643,18483,27863,28783,9381,14365,7417,65,46236,43044,36032,36984,50354,55306,64750,57430,5829,2685,11929,12833,26347,31315,24247,16911,63186,60010,52878,53814,34556,39492,48800,41496,55118,52214,61202,62378,42848,48088,40764,33668,14169,11233,3845,5053,18295,23503,32555,25491,

33040,40360,47436,42484,61758,60806,51554,54746,24839,32191,22875,17891,4393,3473,10613,13773,16539,23587,30919,25727,12469,11277,2281,5201,41100,48180,39120,33896,53410,52250,59646,62534,725,7789,14985,9777,29435,28227,19111,22047,58050,65146,55966,50726,37612,36436,43696,46600,50014,57318,64258,59322,45936,45000,35628,38804,9033,16369,6933,1965,21351,20447,27451,30595,34546,39498,48814,41494,63196,60004,52864,53816,26341,31325,24249,16897,5835,2675,11927,12847,18297,23489,32549,25501,14167,11247,3851,5043,42862,48086,40754,33674,55104,52216,61212,62372,1335,6543,15723,8659,29977,27041,19781,20989,58656,63896,56700,49604,38158,35254,44370,45546,50364,55300,64736,57432,46226,43050,36046,36982,9387,14355,7415,79,21637,18493,27865,28769,36705,37849,46909,43909,65359,58359,50963,56235,28534,29646,22314,19346,8024,992,9988,15292,20202,21074,30390,27150,16068,8828,1688,6688,44797,45637,38561,35353,57043,49771,59023,64055,3236,4124,13560,10304,31882,24626,17622,22638,60595,61451,54511,51287,40093,32805,42177,47225,52527,53655,62835,59851,48385,41401,34141,39397,11576,12672,5476,2524,23830,16814,25930,31218,34947,37947,45279,44135,63661,58389,49393,56393,26772,29740,20680,19568,6330,1026,8422,15454,18696,21936,29012,28140,14630,9630,378,7618,43295,46503,37187,36347,55601,50569,57709,64981,2886,6142,13082,12194,31592,26576,17204,24460,60241,63465,54029,53173,39807,34759,41763,49051,51917,54901,62097,60969,47843,42587,33471,40455,10970,13922,4742,3646,23284,17996,25256,32272,

42578,47850,40462,33462,54908,51908,60960,62104,17989,23293,32281,25249,13931,10963,3639,4751,26585,31585,24453,17213,6135,2895,12203,13075,34766,39798,49042,41770,63456,60248,53180,54020,9623,14639,7627,371,21945,18689,28133,29021,50560,55608,64988,57700,46510,43286,36338,37194,58396,63652,56384,49400,37938,34954,44142,45270,1035,6323,15447,8431,29733,26781,19577,20673,41392,48392,39404,34132,53662,52518,59842,62842,16807,23839,31227,25923,12681,11569,2517,5485,24635,31875,22631,17631,4117,3245,10313,13553,32812,40084,47216,42184,61442,60602,51294,54502,8821,16077,6697,1681,21083,20195,27143,30399,49762,57050,64062,59014,45644,44788,35344,38568,58366,65350,56226,50970,37840,36712,43916,46900,1001,8017,15285,9997,29639,28543,19355,22307,43043,46235,36991,36039,55309,50357,57425,64745,18484,21644,28776,27856,14362,9378,70,7422,27048,29968,20980,19788,6534,1342,8666,15714,35263,38151,45539,44379,63889,58665,49613,56693,11238,14174,5050,3842,23496,18288,25492,32556,52209,55113,62381,61205,48095,42855,33667,40763,60013,63189,53809,52873,39491,34555,41503,48807,2682,5826,12838,11934,31316,26348,16904,24240,44993,45945,38813,35621,57327,50007,59315,64267,20438,21358,30602,27442,16376,9024,1956,6940,28234,29426,22038,19118,7780,732,9784,14976,36445,37605,46593,43705,65139,58059,50735,55959,11268,12476,5208,2272,23594,16530,25718,30926,52243,53419,62543,59639,48189,41093,33889,39129,60815,61751,54739,51563,40353,33049,42493,47429,3480,4384,13764,10620,32182,24846,17898,22866,

48081,42857,33677,40757,52223,55111,62371,61211,23494,18302,25498,32546,11240,14160,5044,3852,31322,26338,16902,24254,2676,5836,12840,11920,39501,34549,41489,48809,60003,63195,53823,52871,14356,9388,72,7408,18490,21634,28774,27870,55299,50363,57439,64743,43053,46229,36977,36041,63903,58663,49603,56699,35249,38153,45549,44373,6536,1328,8660,15724,27046,29982,20986,19778,48179,41099,33903,39127,52253,53413,62529,59641,23588,16540,25720,30912,11274,12466,5206,2286,32184,24832,17892,22876,3478,4398,13770,10610,40367,33047,42483,47435,60801,61753,54749,51557,16374,9038,1962,6930,20440,21344,30596,27452,57313,50009,59325,64261,45007,45943,38803,35627,65149,58053,50721,55961,36435,37611,46607,43703,7786,722,9782,14990,28228,29436,22040,19104,46496,43288,36348,37188,50574,55606,64978,57706,21943,18703,28139,29011,9625,14625,7621,381,29739,26771,19575,20687,1029,6333,15449,8417,37948,34948,44128,45272,58386,63658,56398,49398,13925,10973,3641,4737,17995,23283,32279,25263,54898,51914,60974,62102,42588,47844,40448,33464,63470,60246,53170,54026,34752,39800,49052,41764,6137,2881,12197,13085,26583,31599,24459,17203,45634,44794,35358,38566,49772,57044,64048,59016,21077,20205,27145,30385,8827,16067,6695,1695,29641,28529,19349,22317,999,8031,15291,9987,37854,36710,43906,46906,58352,65352,56236,50964,12679,11583,2523,5475,16809,23825,31221,25933,53648,52520,59852,62836,41406,48390,39394,34138,61452,60596,51280,54504,32802,40090,47230,42182,4123,3235,10311,13567,24629,31885,22633,17617,

53563,52611,59751,62943,41237,48557,39241,34289,12588,11668,2416,5576,16642,23994,31070,26086,4272,3080,10476,13396,24734,31782,22722,17530,61607,60447,51451,54339,32905,39985,47317,42093,21246,20038,27298,30234,8912,15976,6796,1588,45801,44625,35509,38413,49863,56959,64155,58915,37749,36813,43817,46993,58203,65507,56071,51135,29538,28634,19262,22406,844,8180,15120,10152,55001,51809,61061,62013,42743,47695,40619,33299,14030,10870,3730,4650,18144,23128,32444,25092,5970,3050,12046,13238,26492,31684,24352,17304,63301,60413,53017,54177,34667,39891,48951,41871,21788,18852,27968,29176,9522,14730,7534,470,46347,43443,36183,37359,50469,55709,64889,57793,38039,34863,44235,45171,58553,63489,56549,49245,29824,26680,19676,20580,1198,6166,15602,8266,57162,50162,59158,64430,44900,46044,38712,35712,16221,9189,1793,7097,20339,21451,30511,27543,7873,633,9885,14885,28399,29271,22195,18955,65238,57966,50826,55858,36600,37440,46756,43548,23695,16439,25811,30827,11425,12313,5373,2117,48280,40992,33988,39036,52406,53262,62698,59474,40196,33212,42328,47584,60714,61842,54646,51662,32019,25003,17743,23031,3389,4485,13665,10713,55464,50192,57588,64588,43142,46142,37082,35938,14527,9223,227,7259,18577,21545,28877,27765,6435,1435,8575,15815,26893,30133,20817,19945,63796,58764,49512,56784,35098,38306,45382,44542,23405,18389,25393,32649,11075,14331,4895,4007,47994,42946,33574,40862,52052,55276,62216,61360,39654,34398,41658,48642,60104,63088,53908,52780,31473,26185,17069,24085,2783,5735,12931,11835,

52408,53248,62692,59484,48278,41006,33994,39026,11439,12311,5363,2123,23681,16441,25821,30821,3379,4491,13679,10711,32029,24997,17729,23033,60708,61852,54648,51648,40202,33202,42326,47598,20349,21445,30497,27545,16211,9195,1807,7095,44906,46034,38710,35726,57156,50172,59160,64416,36598,37454,46762,43538,65240,57952,50820,55868,28385,29273,22205,18949,7887,631,9875,14891,52058,55266,62214,61374,47988,42956,33576,40848,11085,14325,4881,4009,23395,18395,25407,32647,2769,5737,12941,11829,31487,26183,17059,24091,60102,63102,53914,52770,39656,34384,41652,48652,18591,21543,28867,27771,14513,9225,237,7253,43144,46128,37076,35948,55462,50206,57594,64578,35092,38316,45384,44528,63802,58754,49510,56798,26883,30139,20831,19943,6445,1429,8561,15817,49865,56945,64149,58925,45799,44639,35515,38403,8926,15974,6786,1594,21232,20040,27308,30228,834,8186,15134,10150,29548,28628,19248,22408,58197,65517,56073,51121,37755,36803,43815,47007,16652,23988,31056,26088,12578,11674,2430,5574,41243,48547,39239,34303,53557,52621,59753,62929,32903,39999,47323,42083,61609,60433,51445,54349,24720,31784,22732,17524,4286,3078,10466,13402,50475,55699,64887,57807,46341,43453,36185,37345,9532,14724,7520,472,21778,18858,27982,29174,1184,6168,15612,8260,29838,26678,19666,20586,58551,63503,56555,49235,38041,34849,44229,45181,18158,23126,32434,25098,14016,10872,3740,4644,42745,47681,40613,33309,54999,51823,61067,62003,34661,39901,48953,41857,63307,60403,53015,54191,26482,31690,24366,17302,5980,3044,12032,13240,

